Protein,Layer
Q9BQG1,10
Q9H252,11
Q9H293,10
Q9H330,11
Q9H3G5,10
Q9H693,9
Q9H790,10
Q9H7B2,10
Q9HB20,10
Q9NRJ3,10
Q9NRR1,10
Q9P266,11
Q9P2A4,14
Q9UBF9,6
Q9ULC5,6
Q9ULD2,11
Q9UNY4,6
Q9Y2D4,10
Q9Y484,10
Q9Y5V0,11
Q9Y6E0,6
Q9Y6F7,10
Q9Y6R9,15
A0A075B6I3,10
A0A087WVF3,16
A6PVY3,11
A8MYZ5,10
F5H4B4,11
O15090,6
O60248,10
O60755,10
O94788,6
O95352,10
O95407,9
O95822,11
O96013,6
P06126,10
P08603,10
P0DPD8,11
P16157,16
P20700,10
P22307,10
P22314,10
P27918,10
P31785,10
P43304,12
P49917,10
P51674,11
P59998,10
Q00604,10
Q01629,10
Q04864,10
Q08554,10
Q12815,17
Q12904,10
Q12906,10
Q13740,10
Q14160,6
Q14714,11
Q15040,16
Q3MJ13,5
Q5JPB2,9
Q5T4B2,8
Q5VZ46,21
Q5XG99,11
Q5XLA6,16
Q6IQ23,10
Q6PJ69,16
Q6PJG9,11
Q6UWB4,10
Q6UX52,10
Q7L523,10
Q7L8S5,19
Q86SH2,10
Q86WK7,15
Q8N257,10
Q8N4T0,10
Q8N6D2,11
Q8NEY3,10
Q8NGQ2,10
Q8NGW1,10
Q8NHX9,10
Q8TCF1,12
Q8TCG5,16
Q8TCW9,10
Q8TDS7,10
Q8WVD3,7
Q8WWM7,10
Q8WYK0,16
Q96B49,22
Q96CB5,26
Q96CW9,10
Q96LM5,29
Q96NG8,19
Q96S06,10
Q99584,9
Q99959,10
Q9BQI0,10
Q9BSK2,10
Q9BTC8,10
Q9BYX7,10
Q9BZG2,16
Q9H0E2,10
Q9H0W9,10
Q9H5Y7,11
Q9NPC2,10
Q9NPG3,10
Q9NWB6,16
Q9NYV8,10
Q9NZH4,11
Q9P0M6,10
Q9UBM7,11
Q9UBQ7,6
Q9UDX5,11
Q9UH92,10
Q9UHQ1,7
Q9UHX1,10
Q9UIG4,10
Q9UJ55,10
Q9ULD0,10
Q9ULG1,8
Q9ULS5,11
A0A0A0MS04,10
A0A0B4J2B6,10
A0A8I5QJV6,28
A5PLN7,11
A6NCI8,9
A6NCJ1,11
A6NIR3,10
A7KAX9,10
I3L1E1,31
O43264,17
O60895,10
O75116,6
P00742,10
P01023,6
P07510,10
P0C5Y9,10
P0DP75,20
P13987,10
P17021,5
P18615,10
P27694,6
P28072,14
P32238,10
P33261,10
P36404,10
P38435,11
P49221,10
P52209,11
P56589,10
Q00994,14
Q06455,11
Q08043,10
Q13046,10
Q13217,6
Q13278,14
Q13361,10
Q13636,10
Q14236,14
Q5BKZ1,11
Q5VTM2,10
Q5XKP0,11
Q6KCM7,7
Q6NSI3,11
Q6P280,6
Q6P9B9,12
Q6PI97,11
Q6UB28,10
Q6UB98,19
Q6UWF5,29
Q6WN34,10
Q6ZN17,10
Q6ZV70,10
Q6ZVD8,10
Q71F78,10
Q7L2Z9,11
Q7L945,6
Q7Z401,10
Q7Z6L1,10
Q86TH1,10
Q86UY6,9
Q8IU80,10
Q8IUK8,10
Q8IVF5,10
Q8IX95,10
Q8N2I2,6
Q8N2Y8,14
Q8N309,12
Q8N3Z6,10
Q8NAP3,10
Q8NGD3,10
Q8NGK4,10
Q8TAD2,10
Q8TAX9,11
Q8TBB0,10
Q8TEB9,11
Q8WVX3,13
Q96G75,10
Q96JC1,11
Q96MS0,10
Q96MZ0,10
Q96NI6,11
Q96PU4,16
Q96PX8,15
Q96RU7,6
Q99611,10
Q99767,10
Q9GZM6,10
Q9H5F2,10
Q9H672,11
Q9H6R7,10
Q9H7T3,20
Q9HB19,10
Q9NQ36,10
Q9NR23,14
Q9NR77,10
Q9P2K3,10
Q9UHG3,12
Q9UKW4,10
Q9UQ03,14
Q9Y275,10
A0A0B4J245,10
A0A1B0GX95,10
A0PK05,11
A6NHJ4,16
A6NHT5,8
C9J202,8
O00155,10
O14613,10
O14647,8
O15357,10
O43795,10
O60384,8
O60858,16
O75629,16
O94761,6
O95198,16
O95264,10
O95302,11
O95613,16
O95665,10
P01857,10
P04179,10
P04808,10
P04818,13
P08590,10
P09234,8
P0DPF4,10
P0DPF6,21
P20916,10
P24530,10
P27540,10
P46779,11
P48449,10
P50914,12
P54855,10
P55899,10
P62987,12
Q05519,10
Q06418,6
Q12796,11
Q12947,10
Q13425,8
Q14671,10
Q15067,11
Q15181,14
Q16612,20
Q16670,10
Q2M2H8,10
Q30KQ1,10
Q3KP31,5
Q53HI1,10
Q5EBL8,8
Q5SWL7,10
Q5VW00,8
Q6AI12,10
Q6IC83,11
Q6P1R4,10
Q6UXI7,10
Q6ZUL3,10
Q7RTX9,10
Q8IWL3,10
Q8IYM0,19
Q8N3J3,11
Q8N3S3,10
Q8N3Y7,10
Q8N5R6,10
Q8N9F8,16
Q8NF99,11
Q8NH18,10
Q8TC12,10
Q93083,22
Q96BP3,16
Q96K58,6
Q96QP1,11
Q9BUT1,6
Q9BV57,10
Q9BVG4,32
Q9BVQ7,10
Q9BXY0,16
Q9C091,10
Q9H4I8,6
Q9H6S1,10
Q9H875,14
Q9NS82,10
Q9NY93,10
Q9NZI6,10
Q9P0S9,10
Q9P1A6,11
Q9UIG5,23
Q9UIM3,11
Q9UJT1,10
Q9UKN7,8
Q9ULA0,16
Q9Y2L1,10
Q9Y5G2,10
Q9Y5P2,11
Q9Y5Q8,10
X6R8R1,10
A0A087WZK3,25
A0A0J9YW22,16
A6NFT4,11
A6NIX2,10
A8MWK0,10
B2RUZ4,22
O14672,8
O14980,11
O43511,10
O60269,11
O60493,10
O75084,10
O75324,10
O75446,8
O95803,10
P04118,20
P08581,6
P0DTE0,10
P10242,10
P12532,10
P18627,10
P20930,11
P32456,9
P32881,10
P35453,8
P35749,9
P41218,10
P41240,6
P53634,6
P53671,6
P54289,11
P55160,11
P59045,5
P60008,10
P62851,12
Q01668,7
Q02080,14
Q04756,10
Q05901,10
Q13477,10
Q13509,10
Q13609,10
Q14C87,10
Q16666,11
Q16832,6
Q3KPI0,10
Q3LI68,20
Q5JSL3,10
Q5T9G4,6
Q5VTQ0,11
Q641Q3,10
Q6DKI7,10
Q6F5E8,11
Q6GTX8,10
Q6NT89,14
Q6R2W3,6
Q6ZN06,16
Q719I0,10
Q75QN2,10
Q7Z2Z2,10
Q7Z4Y8,10
Q86TI0,14
Q86VI4,22
Q8IWA0,5
Q8N769,14
Q8NFU0,11
Q8NGN7,10
Q8TAM6,11
Q8WTX9,10
Q92925,10
Q969E1,10
Q969S3,11
Q96EZ8,10
Q96GD3,10
Q96IC2,10
Q96IT6,11
Q96LB0,10
Q99501,11
Q99504,10
Q99958,10
Q9BU70,10
Q9BUJ0,10
Q9BV47,10
Q9BXC0,10
Q9BY44,10
Q9H3T2,10
Q9HCE9,10
Q9HCJ2,11
Q9HD90,10
Q9NPB8,6
Q9NR28,28
Q9NVI1,11
Q9P1W9,6
Q9P272,8
Q9UGM3,13
Q9UGT4,10
Q9UH73,10
Q9UHG2,21
Q9ULK4,11
Q9Y6I7,11
A0A087WSX0,10
A0A0U1RQI7,6
A0A1B0GUX0,13
A0A2R8YEV3,10
A0PK00,11
A8MQ11,2
O00468,10
O00488,11
O00587,10
O14628,11
O14965,6
O15091,10
O15480,10
O43895,9
O60224,11
O60779,10
O75718,6
O75973,10
O94818,10
O95208,10
P00709,16
P01567,10
P02144,10
P0CG22,6
P14060,6
P14616,6
P17482,8
P21757,10
P22830,10
P23276,11
P24468,10
P29376,6
P30532,10
P35573,10
P41146,10
P55265,11
P55268,14
P55774,10
P57060,10
P61160,10
P62166,10
P84101,16
Q14669,9
Q14774,8
Q15696,10
Q2KHM9,11
Q3MJ62,10
Q502W6,10
Q5JX69,10
Q66K79,10
Q6ZSZ5,10
Q7Z4N8,10
Q86SZ2,16
Q86VQ3,10
Q86WQ0,10
Q8IUY3,10
Q8IY92,10
Q8IZN7,10
Q8IZS5,16
Q8IZS7,10
Q8IZU8,10
Q8N114,10
Q8N144,10
Q8N2M8,11
Q8N556,10
Q8NEM0,10
Q8NG06,16
Q8NHS9,11
Q8NHW5,10
Q8WWY8,11
Q92597,10
Q92786,16
Q96J42,10
Q96JQ0,10
Q96N11,11
Q96N96,10
Q96RG2,10
Q96RQ9,10
Q99707,10
Q9BQ65,10
Q9BW62,10
Q9BWJ5,14
Q9GZQ4,10
Q9H106,10
Q9HCY8,10
Q9HDC5,10
Q9NRC1,11
Q9NS56,10
Q9NUJ7,10
Q9NVH0,10
Q9NYG8,9
Q9P1Z2,10
Q9P283,10
Q9UHC3,10
Q9UKK6,13
Q9Y239,5
Q9Y2T4,10
Q9Y5J5,10
Q9Y6D6,11
A0A075B6K4,10
A0A0G2JNJ9,10
A0A286YEU6,10
A1XBS5,16
A6NCS4,8
A6NGU7,11
A8K554,9
O14979,10
O15225,14
O43173,10
O43524,10
O43819,10
O60239,10
O75448,11
O75886,10
O75976,10
O95199,10
O95484,9
O95989,10
O96008,11
P01706,10
P03986,10
P06127,10
P07197,11
P10768,6
P12277,10
P18621,10
P22392,10
P46093,10
P46952,9
P48058,10
P49418,19
P54727,12
P56181,17
P58876,10
Q08211,14
Q08J23,10
Q12959,8
Q13489,10
Q13610,16
Q13813,10
Q15735,10
Q504T8,10
Q53EL6,13
Q53HC0,18
Q569K4,10
Q5MNZ9,10
Q5TH74,10
Q5VXI9,10
Q5W0B1,11
Q658N2,10
Q68CJ6,11
Q6P444,11
Q6UXQ8,20
Q6UXX9,6
Q6ZRC1,10
Q6ZSJ8,11
Q6ZUJ4,11
Q7Z412,6
Q7Z494,5
Q86SQ3,10
Q8IYG6,14
Q8N0W4,10
Q8N162,10
Q8N1A0,28
Q8N697,10
Q8N841,10
Q8NBF2,10
Q8NBP5,10
Q8NGC5,10
Q8TCT0,10
Q8WW34,29
Q8WXA3,14
Q8WZ94,10
Q92615,11
Q96A29,10
Q96B70,10
Q96HY6,10
Q96I23,11
Q96R09,10
Q99884,10
Q9BSJ5,8
Q9BXX2,6
Q9BY78,11
Q9GZZ8,29
Q9H6H4,9
Q9H6Q3,10
Q9HBX9,10
Q9HCX4,10
Q9NPR9,10
Q9NSC5,10
Q9NZ72,10
Q9P0V9,9
Q9P298,19
Q9UKU9,10
Q9ULB1,10
Q9UQ07,6
Q9Y2H6,10
Q9Y2M5,10
A0A075B6L6,10
A0A075B6Y4,17
A0A1W2PQC6,10
A0A8I5QKY2,19
A0A8V8TLL3,16
A5D8T8,10
A6NJW9,10
O00422,12
O14793,14
O15539,10
O60284,14
O75096,10
O75956,32
O94827,10
O95425,10
P04217,10
P04271,10
P04553,12
P07900,8
P0C7V0,10
P0CG21,10
P27348,10
P31323,9
P34913,10
P35228,11
P39905,10
P41238,10
P47972,10
P50897,10
P52823,10
P60002,10
P62081,10
P78411,10
P98172,10
Q12874,11
Q13936,7
Q15828,10
Q16873,11
Q17RA5,12
Q2M218,5
Q3LI76,17
Q49A88,14
Q53EP0,10
Q53FD0,11
Q5H9M0,10
Q5JXC2,11
Q5M7Z0,10
Q5MJ08,27
Q5NE16,11
Q5T6X5,6
Q5VT03,11
Q5VWX1,12
Q5VY43,13
Q5VZ03,10
Q6DKI1,14
Q6N022,10
Q6P2Q9,9
Q6UXB1,10
Q6V9R5,5
Q6YFQ2,10
Q6ZVX7,10
Q86UD1,11
Q86V86,6
Q86WT6,16
Q8IVI9,10
Q8IVV7,10
Q8IWZ3,20
Q8IYF3,10
Q8N123,8
Q8N1E2,10
Q8N5M1,10
Q8N7W2,11
Q8NBN3,10
Q8NFA2,16
Q8NFY4,10
Q8TE69,12
Q8WTT2,11
Q93079,10
Q969L4,10
Q96AP7,10
Q96LL3,21
Q96M96,10
Q96QG7,11
Q96T91,10
Q9BRL6,10
Q9H255,10
Q9H379,14
Q9H5H4,5
Q9H869,13
Q9HBZ2,10
Q9HD43,14
Q9NP70,9
Q9NPH9,10
Q9NQ33,10
Q9NQM4,10
Q9NVS2,10
Q9UBC9,12
Q9UKY4,10
Q9UN37,10
Q9Y5H5,10
A6NML5,11
A9Z1Z3,10
B8ZZ34,10
O00526,10
O14561,10
O15209,10
O75037,8
O75487,10
O95013,10
P00414,16
P08582,10
P08922,6
P0DJD0,10
P11233,10
P12314,10
P12814,10
P14621,10
P16220,11
P17707,10
P25024,10
P26038,10
P28062,14
P31152,6
P33527,10
P36383,10
P50222,8
P50583,10
P60608,11
P61073,10
P62841,12
P78344,10
Q02779,6
Q13002,10
Q13404,10
Q13439,16
Q13546,6
Q14147,14
Q14353,10
Q14CZ8,10
Q2MJR0,10
Q3MHD2,10
Q5PRF9,11
Q5T197,11
Q5T8A7,14
Q6AW86,5
Q6FHJ7,10
Q6NUQ1,10
Q6NXT2,10
Q6P1L8,10
Q6UX73,11
Q6ZWB6,10
Q7Z6G8,10
Q86TG7,11
Q86XN6,16
Q86YJ6,6
Q86YS7,10
Q8IVJ8,11
Q8IWF2,10
Q8N201,11
Q8NG11,10
Q8NGI8,10
Q8TE59,8
Q8TEA8,29
Q8WVM7,9
Q8WXW3,17
Q93077,10
Q96A33,10
Q96H20,11
Q96HJ5,21
Q96I51,10
Q96IF1,10
Q96J87,10
Q96KP6,26
Q96LR9,11
Q96LW4,10
Q96QS3,8
Q99490,10
Q9BVC5,11
Q9BZK8,29
Q9C0H5,10
Q9GZZ0,8
Q9H4D0,10
Q9H606,23
Q9H6S0,10
Q9H7S9,8
Q9H7T0,10
Q9H841,10
Q9H9P8,10
Q9HAT8,10
Q9NNX6,10
Q9NP64,10
Q9NQ94,10
Q9NQU5,6
Q9NR48,9
Q9NWV8,10
Q9NX18,12
Q9P2T0,12
Q9UK73,11
Q9Y264,10
A0A0G2JNF4,10
A0A0K0K1G6,10
A0A1B0GUV1,20
A0A2R8YD15,25
A4QPB2,10
A6NEC2,10
A6NJB7,11
B4DXR9,2
E5RG02,10
H3BV12,25
O00264,10
O00358,10
O00626,10
O14524,10
O14756,10
O14771,10
O14950,10
O60279,10
O94989,10
P02771,11
P05060,21
P05164,11
P09564,10
P0CG39,10
P17066,10
P30203,10
P30838,6
P31249,8
P31937,11
P48380,14
P57768,10
P59510,8
Q03924,5
Q05193,9
Q05D60,25
Q13202,6
Q13286,10
Q13868,10
Q14011,10
Q14562,14
Q14BN4,10
Q2M3T9,10
Q30201,10
Q32M78,6
Q3LHN0,12
Q494W8,10
Q496M5,13
Q5HY64,8
Q5JWF2,13
Q5SW96,10
Q5TAG4,11
Q5TID7,11
Q5VXM1,10
Q68EA5,6
Q6P0N0,10
Q6P9G4,28
Q6PF18,9
Q6PFW1,10
Q6PIY5,10
Q6WRI0,5
Q6XXX2,14
Q701N2,12
Q7L5D6,11
Q7RTV0,10
Q86Y91,8
Q8IYU4,11
Q8IZ21,11
Q8N0Z8,10
Q8NEM1,14
Q8NEM2,6
Q8NET1,10
Q8NFL0,10
Q8NFU3,10
Q8NGJ2,10
Q8NGT2,10
Q8NH61,10
Q8NHP8,10
Q96JG6,11
Q96K49,10
Q96LC9,14
Q96RT8,11
Q99436,10
Q99665,10
Q99729,10
Q99759,6
Q99909,11
Q9H0C2,10
Q9H6K4,10
Q9H7M6,10
Q9H936,10
Q9HCC0,10
Q9NQX5,11
Q9NX52,11
Q9NYA1,10
Q9P0U4,10
Q9P1P4,10
Q9UJA5,10
Q9Y255,10
Q9Y2E6,11
Q9Y6K9,11
A0A0B4J2D5,10
A0A0J9YXG5,2
O00303,10
O75185,6
O75995,13
O94805,10
O95258,8
O95870,10
P01189,10
P05093,10
P08514,10
P09601,11
P0CL81,10
P13612,10
P15172,14
P17096,14
P27930,10
P31943,10
P34820,14
P40238,10
P40259,6
P41180,10
P42575,10
P48552,21
P49792,10
P49908,10
P54725,12
P60413,2
P61218,28
P61457,10
P62942,9
Q00722,6
Q02388,18
Q02548,10
Q0VDE8,31
Q12864,10
Q12999,10
Q13952,10
Q14749,10
Q15620,10
Q15760,10
Q4AE62,6
Q53EQ6,10
Q5VWP3,11
Q5YKI7,11
Q641Q2,14
Q658P3,10
Q6NX49,5
Q6RI45,11
Q6UW49,2
Q6UXB4,10
Q6ZS30,14
Q7Z2H8,16
Q86SE9,10
Q86UF4,10
Q86UT5,8
Q86X59,14
Q8IUC8,11
Q8IWT6,10
Q8N145,11
Q8N2Z9,10
Q8N884,10
Q8NFU1,11
Q8NGN6,10
Q8NGT5,10
Q8TCW7,10
Q8WUA8,6
Q8WUJ1,10
Q8WWC4,10
Q8WWR9,12
Q96AY4,11
Q96CN5,8
Q96CS3,10
Q96FK6,5
Q96H72,10
Q96HG1,14
Q96M61,10
Q99496,10
Q99871,14
Q9BQM9,14
Q9BTU6,9
Q9BWT3,10
Q9BYJ4,16
Q9H3E2,10
Q9H4L7,8
Q9H5J0,10
Q9H972,14
Q9HAB3,10
Q9HAU5,11
Q9HCQ7,10
Q9NNX9,2
Q9NQW7,16
Q9NS18,10
Q9NX65,10
Q9NY30,12
Q9UBB5,10
Q9UQ49,10
Q9Y4C2,10
Q9Y5M8,10
A0A075B6X9,17
A0A096LPI5,2
A0A0C4DH67,10
A0A1B0GW15,29
A6NIN4,11
A8K5M9,11
O15212,10
O43396,10
O43657,10
O43908,10
O60739,10
O60841,10
O95947,10
P01624,10
P01814,10
P04001,10
P05019,10
P0DMU2,10
P0DN26,10
P20366,13
P22352,10
P41002,11
P41970,10
P57075,10
P58417,10
P61328,10
P61981,10
P84022,10
P84074,10
Q02338,10
Q02747,12
Q12770,6
Q13003,10
Q13442,2
Q29980,10
Q3BBV0,11
Q3MIW9,22
Q53EU6,12
Q53FP2,11
Q53LP3,10
Q5JW98,11
Q5UCC4,10
Q5VV42,10
Q5VWP2,10
Q684P5,16
Q6GQQ9,14
Q6ULP2,10
Q6ZST2,9
Q6ZW76,10
Q6ZYL4,13
Q7L576,11
Q86UU9,10
Q86YD1,13
Q8IU99,11
Q8IUH8,10
Q8IW35,9
Q8IYX4,10
Q8N1C3,10
Q8N2G6,10
Q8N3X6,10
Q8N6L1,12
Q8N6T3,11
Q8NDM7,11
Q8NH05,10
Q8TAL5,6
Q8TBE1,10
Q8TF05,11
Q8WU20,10
Q8WWM1,20
Q8WYB5,9
Q92538,11
Q92628,14
Q96BY9,10
Q96IK1,11
Q96LB8,10
Q96M20,11
Q96MU8,10
Q99426,10
Q9BW71,14
Q9BX97,26
Q9BYB0,6
Q9BYN8,17
Q9GZX5,5
Q9H0A9,16
Q9H0J4,9
Q9H6U6,10
Q9HCK5,10
Q9HD15,12
Q9NS28,10
Q9NXX6,10
Q9P2H0,21
Q9P2X7,14
Q9UGJ1,10
Q9UNA1,16
Q9Y224,14
Q9Y2I8,8
Q9Y2X8,10
Q9Y333,10
Q9Y577,16
Q9Y5I3,10
A0A0B4J234,10
A0A0G2JKD1,11
A0A0U1RR37,11
A0A286YEX9,12
B5ME19,11
E5RHQ5,9
O14579,6
O15083,27
O43299,10
O60290,6
O95251,9
O95319,10
O95397,11
P01848,10
P02549,10
P05154,10
P09758,10
P0C7N5,10
P10746,10
P17097,5
P19256,10
P22087,10
P24539,9
P26006,10
P28676,7
P29466,10
P30048,10
P35626,6
P37023,6
P41221,10
P50542,16
P51797,11
P56746,9
P57796,10
P59646,11
P60323,11
P61565,14
P62249,10
P62714,10
Q00266,12
Q04446,6
Q07812,10
Q0P6H9,8
Q14435,11
Q15058,8
Q1MSJ5,14
Q3ZCN5,10
Q53TQ3,10
Q5SRR4,10
Q5T5M9,11
Q5VXU1,10
Q5VY80,10
Q66K80,14
Q6AZW8,6
Q6UWW8,10
Q6ZN03,12
Q76LX8,8
Q7Z2K8,11
Q7Z2Q7,10
Q7Z570,8
Q7Z591,10
Q7Z5L7,6
Q86UR5,10
Q86WV5,10
Q86YR7,10
Q8HWS3,10
Q8IYT3,11
Q8N5N4,14
Q8N614,11
Q8N752,9
Q8NGG8,10
Q8TDQ7,10
Q8WU03,9
Q8WW14,12
Q92772,6
Q92917,10
Q96FN5,8
Q96JN2,24
Q96PE6,6
Q96Q77,7
Q9BV94,10
Q9BZ76,10
Q9BZB8,10
Q9H0P0,10
Q9H0S4,10
Q9H4Y5,10
Q9H6L2,11
Q9H6U8,10
Q9H6X5,14
Q9H992,11
Q9NVX0,15
Q9NX20,10
Q9NXR5,14
Q9NYV4,6
Q9UEU0,10
Q9UGP4,10
Q9UN66,10
Q9UQF0,11
Q9Y4F9,10
Q9Y576,11
A0A1B0GVT2,27
A0A8I5KW96,10
A0PJY2,27
A6NJL1,11
B4DS77,10
O00339,11
O14802,11
O15067,10
O43157,10
O43314,10
O43502,10
O43808,10
O60232,11
O60315,5
O60828,10
O76076,10
P00746,10
P04424,10
P08034,10
P0DJD1,10
P17020,5
P19623,10
P22732,10
P28324,10
P43308,10
P48595,16
Q02446,8
Q03989,10
Q05066,11
Q06210,10
Q12766,10
Q13421,10
Q14202,13
Q147U7,20
Q15011,11
Q15329,10
Q15853,10
Q16585,11
Q16643,10
Q2KJY2,8
Q3SXM5,10
Q401N2,10
Q5FWF7,10
Q5W0Q7,11
Q69YI7,10
Q6IMI6,10
Q6P5R6,10
Q6PD74,10
Q6UXB3,10
Q6ZTY9,22
Q7Z309,14
Q86V25,10
Q86XX4,10
Q8IUI8,10
Q8IV53,10
Q8IWI9,10
Q8IWX7,6
Q8IXF9,10
Q8N0X4,10
Q8N163,10
Q8N3J5,10
Q8N4N3,10
Q8N5Z0,10
Q8NBA8,10
Q8NCA5,14
Q8NG98,10
Q8TB03,14
Q8TDY2,10
Q8WZ33,12
Q92753,10
Q969T7,10
Q96A73,11
Q96BH3,10
Q96DR7,10
Q96EA4,26
Q96EY9,10
Q96FC7,9
Q96HJ9,11
Q96JA3,11
Q96S82,11
Q9BVK2,12
Q9BW92,10
Q9BZX2,10
Q9C0H6,16
Q9H0W8,10
Q9H9B1,9
Q9NQ69,10
Q9NSE4,10
Q9NWC5,10
Q9P2E7,10
Q9P2K2,10
Q9UGM1,10
Q9UHF3,9
Q9UIX4,14
Q9UJQ4,8
Q9UJY5,10
Q9UNI1,10
Q9UPP2,10
Q9UPV9,26
Q9Y3S2,22
A0A087X179,16
A0A0B4J275,10
A0A0C4DH34,10
A0A0G2JN01,10
A0A0J9YWN2,17
A0A8V8TPP0,14
A0A9L9PXS7,23
A2RRP1,10
A6NFN9,10
A6NIE9,10
O15247,16
O15444,10
O43316,8
O43602,10
O43913,10
O43933,10
O60669,10
O75943,10
O95452,10
O95833,16
P02655,26
P04632,10
P07858,11
P08246,10
P0C6S8,11
P0C7M4,10
P11172,10
P13645,10
P15954,10
P16219,6
P36382,10
P36406,16
P41161,10
P48735,10
P51148,10
P51168,10
P51814,5
P51843,10
P55209,10
P62380,10
P62826,10
Q10571,21
Q13043,6
Q13362,10
Q13467,10
Q14802,10
Q15370,10
Q2M3X9,5
Q30KR1,10
Q3SXZ7,10
Q495W5,8
Q53G59,10
Q53GI3,10
Q53GL7,10
Q5MJ09,10
Q5T160,11
Q6IEY1,10
Q6IMN6,11
Q6NSJ5,10
Q6P2I7,7
Q6PIV7,10
Q6ZV80,14
Q86TN4,10
Q8N1K5,9
Q8N1M1,11
Q8N2A0,29
Q8N961,10
Q8NB90,5
Q8NGR8,10
Q8NHA6,10
Q8TAT6,10
Q8TF30,16
Q8WUT9,10
Q96BJ3,10
Q96BW1,10
Q96GA3,12
Q96IQ9,6
Q96LT7,10
Q96N58,16
Q9BPW8,10
Q9BRK3,6
Q9BXL6,10
Q9BYB4,5
Q9C0D9,10
Q9H040,10
Q9H707,6
Q9HB03,11
Q9HCE5,10
Q9HCG7,12
Q9NPH5,6
Q9NV58,14
Q9NW15,10
Q9NWX6,10
Q9P1G2,29
Q9UIJ7,10
Q9UJX2,6
Q9UN67,10
Q9UPW5,10
Q9Y2R4,6
Q9Y3D3,10
A0A075B6H5,10
A0A075B7B8,10
A0A0B4J1W7,16
A0A1B0GTE1,10
A6NI03,16
A6NLX4,11
B7Z8K6,10
B9A064,10
O15350,10
O43246,10
O75556,7
O75677,10
O75952,9
O76021,13
O76090,11
O96020,11
P05408,21
P0CJ70,20
P0DPF3,11
P10523,10
P11473,10
P13674,10
P15169,10
P15498,10
P22492,10
P27105,10
P28907,12
P33316,12
P48169,10
P51164,10
P55289,10
P56385,26
P57088,12
P62273,11
Q01814,6
Q08AN1,5
Q13322,10
Q14135,11
Q14571,10
Q14CW9,11
Q15154,10
Q15465,10
Q15842,14
Q16584,6
Q16851,10
Q3MJ40,14
Q53FZ2,6
Q5T011,11
Q5T2D2,10
Q5T319,21
Q5TCX8,6
Q66LE6,10
Q6UWU2,11
Q7RTY0,10
Q7Z2E3,10
Q7Z5A8,11
Q86VS3,10
Q86X29,10
Q86XJ0,11
Q8IZ13,6
Q8IZP0,14
Q8N5S3,10
Q8NB78,6
Q8NBV8,10
Q8NGX6,10
Q8NHQ1,11
Q8TAU0,8
Q8TDN4,16
Q8TE23,6
Q8WXS4,9
Q8WZ64,10
Q969E8,16
Q96FA7,14
Q96M02,11
Q96MF2,10
Q96QD8,16
Q9BSC4,14
Q9BXJ3,14
Q9BXK5,10
Q9BY12,8
Q9BZM2,16
Q9GZK3,10
Q9H0A8,13
Q9H0K4,9
Q9H0X6,11
Q9H7F4,12
Q9H7X0,9
Q9HAH7,10
Q9HAW4,11
Q9HBM1,10
Q9NSP4,10
Q9NVE7,10
Q9NWQ9,10
Q9NWW0,14
Q9P0X4,10
Q9P2W3,11
Q9UJU6,10
Q9UPX0,10
Q9Y2H5,10
Q9Y2P5,6
A0A075B6K0,10
A0A0X1KG70,10
A0A1W2PQF6,10
A6NDK9,25
A6NGK3,12
L0R819,12
O00311,6
O15169,10
O43617,12
O43869,10
O60763,10
O60809,10
O75936,10
O76001,10
O94766,10
O94985,10
O95006,10
O95236,11
P00338,10
P02689,13
P04746,10
P05423,16
P0C024,10
P0DX01,27
P14174,12
P18847,11
P24158,10
P24557,11
P29377,10
P32971,10
P35250,10
P35443,10
P42261,10
P48378,14
P49279,11
P49441,10
P50150,11
P51677,10
P52429,10
P54098,11
P57103,10
P79522,6
Q01415,10
Q06547,6
Q13049,10
Q13635,6
Q13797,10
Q14031,9
Q14764,18
Q2TB10,11
Q3SXP7,10
Q4VCS5,14
Q5R3I4,17
Q5T0N5,10
Q5T2R2,10
Q5T5X7,11
Q5TDH0,11
Q5TZA2,25
Q6PEX7,14
Q6ZVK8,10
Q70EL4,10
Q71SY5,10
Q7Z4V0,6
Q7Z6J9,10
Q86TA1,10
Q86X51,22
Q8IY81,10
Q8IYB4,6
Q8IYS1,10
Q8N2U9,10
Q8N344,10
Q8N412,10
Q8NHW3,11
Q8WWM9,10
Q92544,10
Q92565,10
Q96C28,6
Q96CW1,10
Q96DR8,29
Q96SZ6,7
Q99418,10
Q99538,10
Q9BR09,10
Q9BST9,10
Q9BXB5,10
Q9BZW2,10
Q9C0D7,10
Q9NP78,10
Q9NRA8,13
Q9NSA3,10
Q9NUP9,8
Q9NVF7,6
Q9UBR2,10
Q9UHD8,9
Q9UI12,10
Q9UL16,12
Q9Y2A9,10
Q9Y3Q0,10
Q9Y4D2,11
Q9Y5W3,6
A0A075B6Y8,14
A0A087WUV0,5
B7Z368,2
H3BNL1,10
O00750,10
O14734,11
O15054,8
O15062,10
O15318,14
O15382,10
O60513,10
O60759,8
O75426,5
O75449,10
O94952,10
O95406,9
P01019,10
P01880,10
P06727,2
P08151,5
P0C091,10
P0DPD6,11
P10809,11
P10916,10
P11717,10
P13646,10
P14207,10
P16144,10
P16422,10
P20933,10
P20936,10
P28161,16
P30968,10
P33176,8
P35609,10
P41279,6
P46100,10
P48307,10
P49023,10
P61421,10
P62263,10
Q01469,13
Q03591,10
