family,silhouette,experiment
PF00042,0.126698926680144,cls
PF11652,0.1265379194409973,cls
PF03188,0.1254872727713901,cls
PF02990,0.125150766938556,cls
PF18112,0.1249545412208667,cls
PF05196,0.1238201021136837,cls
PF06583,0.1233898552233687,cls
PF16208,0.1222000224516394,cls
PF00287,0.1221459291443959,cls
PF15227,0.1216191560820506,cls
PF04901,0.1213461103336311,cls
PF05189,0.1213226948720255,cls
PF21041,0.1210000834061881,cls
PF02171,0.1202927343443237,cls
PF17105,0.119934212250464,cls
PF04707,0.1188908532804755,cls
PF14222,0.1176027937440227,cls
PF03285,0.1174048117391634,cls
PF03348,0.117292312080343,cls
PF00418,0.1172282348575978,cls
PF04144,0.1161147612480455,cls
PF11628,0.116103900213285,cls
PF00909,0.1153889438032547,cls
PF01554,0.1150692349041601,cls
PF02115,0.1148795418413721,cls
PF16172,0.1140466871960757,cls
PF08397,0.1136741816519252,cls
PF02136,0.1131684596956495,cls
PF01080,0.1124541035330298,cls
PF03381,0.1119741478303923,cls
PF13793,0.111846442241549,cls
PF12020,0.1106992437911135,cls
PF10277,0.1093408283560492,cls
PF15913,0.1090312696207189,cls
PF13229,0.1077492233512987,cls
PF09744,0.1073701103024701,cls
PF15282,0.1071310939393249,cls
PF09848,0.1070207987004653,cls
PF08562,0.106825444566755,cls
PF03577,0.1059132847732836,cls
PF00503,0.1057789817717789,cls
PF01442,0.1035616377120549,cls
PF11057,0.103125676573253,cls
PF00432,0.1026562241948964,cls
PF02758,0.1022427538121157,cls
PF15256,0.1000450164844063,cls
PF06831,0.099545500086834,cls
PF09738,0.0976581607260892,cls
PF15920,0.0964067732390238,cls
PF05033,0.0962068918571506,cls
PF06237,0.0941212077349326,cls
PF02389,0.0939367936317105,cls
PF10197,0.0938360895541665,cls
PF07947,0.0933501714831139,cls
PF00474,0.0925263734271268,cls
PF12140,0.0906655599937006,cls
PF13705,0.09019245033126,cls
PF19088,0.0883975344069805,cls
PF02827,0.0882233148420153,cls
PF00726,0.0881038007663628,cls
PF07192,0.0872802580487607,cls
PF00993,0.0860046932106795,cls
PF00822,0.0856018459525241,cls
PF03615,0.0852147823696189,cls
PF20166,0.0851857748564409,cls
PF01335,0.0841385577068613,cls
PF12496,0.0838595569890549,cls
PF00050,0.0833377129798367,cls
PF06954,0.081901857542921,cls
PF17708,0.0795794197287716,cls
PF02755,0.0790084698739219,cls
PF00087,0.0789705218000256,cls
PF12698,0.0782991451218223,cls
PF21272,0.0778520080163956,cls
PF07766,0.0767763645631697,cls
PF00262,0.0767241089658357,cls
PF14484,0.0765283577845719,cls
PF10584,0.0762525404089426,cls
PF08703,0.0753792381279079,cls
PF21797,0.0741627743628336,cls
PF16165,0.0740329703800893,cls
PF00125,0.0733710572396141,cls
PF10269,0.0728267790711487,cls
PF06631,0.070698042599019,cls
PF09066,0.0701292295563434,cls
PF12717,0.0699256872118141,cls
PF01531,0.0693629635424932,cls
PF10274,0.0685904283640364,cls
PF21125,0.0683333066606161,cls
PF00995,0.0672815029915485,cls
PF01413,0.0672811898597611,cls
PF03155,0.0663013169044672,cls
PF00241,0.0662822572762253,cls
PF03104,0.0646216591891157,cls
PF13868,0.0645214964015041,cls
PF16176,0.0637788105559732,cls
PF02372,0.0636520621769761,cls
PF16609,0.0631329096504718,cls
PF13574,0.0629756543366105,cls
PF11976,0.0624995327664308,cls
PF03820,0.0612704151680315,cls
PF15874,0.0612556607949192,cls
PF01160,0.0604722313907681,cls
PF01267,0.0602540400001812,cls
PF04960,0.0591859053985015,cls
PF05648,0.0578195476045229,cls
PF10495,0.0576758774963352,cls
PF16017,0.0575612915345455,cls
PF10401,0.0549269729126715,cls
PF07535,0.0542123535678069,cls
PF06466,0.0540788821949655,cls
PF03073,0.0538426075246434,cls
PF00129,0.0536321718418962,cls
PF03665,0.0533842889820831,cls
PF15901,0.0532909566516413,cls
PF09422,0.0519716487877954,cls
PF18308,0.050178927171827,cls
PF13233,0.0492100321872978,cls
PF04818,0.0486679239274958,cls
PF21366,0.0484019015218797,cls
PF12037,0.0482507947353573,cls
PF01088,0.0480215512513802,cls
PF04515,0.0469363809365863,cls
PF07571,0.0468003797218282,cls
PF05517,0.0463957725950095,cls
PF05978,0.0462986420690083,cls
PF07084,0.0458489587650576,cls
PF21276,0.0453060523860815,cls
PF01176,0.0452466307270388,cls
PF08539,0.0451936446975772,cls
PF03650,0.0446974017975785,cls
PF05587,0.0445871063183564,cls
PF16016,0.0445071805438195,cls
PF07782,0.0412654343098282,cls
PF17907,0.041111698452713,cls
PF05622,0.0397492995253619,cls
PF14709,0.039503964016596,cls
PF11825,0.0377172988950519,cls
PF05672,0.037705401027371,cls
PF12004,0.0365208231706982,cls
PF13469,0.0354665893287282,cls
PF14904,0.0347767262438617,cls
PF09443,0.0346898062151959,cls
PF15619,0.0332481826124314,cls
PF06679,0.0321947131755994,cls
PF15441,0.03207593513767,cls
PF12347,0.0319109930006538,cls
PF16492,0.0309239513200287,cls
PF05047,0.0308009147562428,cls
PF15832,0.0303441661406486,cls
PF14774,0.0303067989654804,cls
PF04714,0.0291149040119454,cls
PF04051,0.0288729274694172,cls
PF16741,0.0287805013021793,cls
PF20168,0.0286216542962316,cls
PF08434,0.0277865248082909,cls
PF03792,0.0267361386902608,cls
PF07521,0.0259032516343996,cls
PF02690,0.0255896698480122,cls
PF15308,0.025181031412632,cls
PF03364,0.0250677549780595,cls
PF10513,0.0250534703939233,cls
PF20252,0.0223796877822423,cls
PF13242,0.0220699891010653,cls
PF10613,0.0220128570701973,cls
PF03414,0.0210329253508829,cls
PF00658,0.0209135691216302,cls
PF03920,0.0206860704068574,cls
PF06140,0.0196647090178076,cls
PF15903,0.018143421404127,cls
PF05071,0.0168348496538496,cls
PF07978,0.016125777939577,cls
PF19281,0.0158513766963005,cls
PF11945,0.0151787055285211,cls
PF08781,0.0139798917601277,cls
PF04828,0.0128216888076579,cls
PF11928,0.0115511740478247,cls
PF00650,0.0097333293176853,cls
PF02189,0.0097109720313874,cls
PF10358,0.0096176664088849,cls
PF08412,0.0093711614368928,cls
PF02064,0.0090876265699246,cls
PF08685,0.0062586167119805,cls
PF21021,0.0061204984425606,cls
PF15790,0.005408922485533,cls
PF01997,0.0052973715445201,cls
PF18124,0.0051649413643511,cls
PF01135,0.0050281501639133,cls
PF19047,0.0040548623156264,cls
PF17921,0.0015695001762925,cls
PF11502,0.0009450139140664,cls
PF15067,0.0004237422089839,cls
PF13879,4.232196335624457e-05,cls
PF05064,0.0,cls
PF00145,0.0,cls
PF08669,0.0,cls
PF03528,0.0,cls
PF04433,0.0,cls
PF03474,0.0,cls
PF07177,0.0,cls
PF08767,0.0,cls
PF03416,0.0,cls
PF04326,0.0,cls
PF04598,0.0,cls
PF06825,0.0,cls
PF06701,0.0,cls
PF09289,0.0,cls
PF03253,0.0,cls
PF02836,0.0,cls
PF04379,0.0,cls
PF00113,0.0,cls
PF07529,0.0,cls
PF04706,0.0,cls
PF07989,0.0,cls
PF07988,0.0,cls
PF02801,0.0,cls
PF08154,0.0,cls
PF07959,0.0,cls
PF08198,0.0,cls
PF08246,0.0,cls
PF03832,0.0,cls
PF08430,0.0,cls
PF03781,0.0,cls
PF04145,0.0,cls
PF03731,0.0,cls
PF07728,0.0,cls
PF07691,0.0,cls
PF03662,0.0,cls
PF06650,0.0,cls
PF09360,0.0,cls
PF10470,0.0,cls
PF05746,0.0,cls
PF04836,0.0,cls
PF02866,0.0,cls
PF00075,0.0,cls
PF10237,0.0,cls
PF05222,0.0,cls
PF04849,0.0,cls
PF02878,0.0,cls
PF06407,0.0,cls
PF09382,0.0,cls
PF06119,0.0,cls
PF02931,0.0,cls
PF02926,0.0,cls
PF10373,0.0,cls
PF05994,0.0,cls
PF05964,0.0,cls
PF10457,0.0,cls
PF04832,0.0,cls
PF10174,0.0,cls
PF03071,0.0,cls
PF06470,0.0,cls
PF05699,0.0,cls
PF03160,0.0,cls
PF09596,0.0,cls
PF10541,0.0,cls
PF03147,0.0,cls
PF03145,0.0,cls
PF08016,0.0,cls
PF05279,0.0,cls
PF05715,0.0,cls
PF05731,0.0,cls
PF04777,0.0,cls
PF03129,0.0,cls
PF04814,0.0,cls
PF09790,0.0,cls
PF10525,0.0,cls
PF11413,0.0,cls
PF12851,0.0,cls
PF15787,0.0,cls
PF18995,0.0,cls
PF14492,0.0,cls
PF14523,0.0,cls
PF00550,0.0,cls
PF14681,0.0,cls
PF14716,0.0,cls
PF14722,0.0,cls
PF18384,0.0,cls
PF00569,0.0,cls
PF18345,0.0,cls
PF18264,0.0,cls
PF18104,0.0,cls
PF14818,0.0,cls
PF18039,0.0,cls
PF01434,0.0,cls
PF01433,0.0,cls
PF14821,0.0,cls
PF00605,0.0,cls
PF14382,0.0,cls
PF19033,0.0,cls
PF17958,0.0,cls
PF13907,0.0,cls
PF01755,0.0,cls
PF01751,0.0,cls
PF13513,0.0,cls
PF15871,0.0,cls
PF15692,0.0,cls
PF13620,0.0,cls
PF00054,0.0,cls
PF13778,0.0,cls
PF13812,0.0,cls
PF20173,0.0,cls
PF00441,0.0,cls
PF01636,0.0,cls
PF19441,0.0,cls
PF00466,0.0,cls
PF15949,0.0,cls
PF00476,0.0,cls
PF00479,0.0,cls
PF01409,0.0,cls
PF17902,0.0,cls
PF13385,0.0,cls
PF00835,0.0,cls
PF01216,0.0,cls
PF00730,0.0,cls
PF16661,0.0,cls
PF00749,0.0,cls
PF01167,0.0,cls
PF15290,0.0,cls
PF00773,0.0,cls
PF00778,0.0,cls
PF01138,0.0,cls
PF16553,0.0,cls
PF16516,0.0,cls
PF16511,0.0,cls
PF00790,0.0,cls
PF01122,0.0,cls
PF00801,0.0,cls
PF15371,0.0,cls
PF01096,0.0,cls
PF00728,0.0,cls
PF00698,0.0,cls
PF17855,0.0,cls
PF16739,0.0,cls
PF01401,0.0,cls
PF17830,0.0,cls
PF17776,0.0,cls
PF15027,0.0,cls
PF17772,0.0,cls
PF15054,0.0,cls
PF01347,0.0,cls
PF00645,0.0,cls
PF17216,0.0,cls
PF17171,0.0,cls
PF15157,0.0,cls
PF15183,0.0,cls
PF17047,0.0,cls
PF15186,0.0,cls
PF00679,0.0,cls
PF15230,0.0,cls
PF00686,0.0,cls
PF20433,0.0,cls
PF01082,0.0,cls
PF20974,0.0,cls
PF13344,0.0,cls
PF21712,0.0,cls
PF11648,0.0,cls
PF20838,0.0,cls
PF00327,0.0,cls
PF21700,0.0,cls
PF12783,0.0,cls
PF15780,0.0,cls
PF12280,0.0,cls
PF00009,0.0,cls
PF12777,0.0,cls
PF21020,0.0,cls
PF21696,0.0,cls
PF21014,0.0,cls
PF21019,0.0,cls
PF20864,0.0,cls
PF11956,0.0,cls
PF15779,0.0,cls
PF00364,0.0,cls
PF00285,0.0,cls
PF21326,0.0,cls
PF00989,0.0,cls
PF11851,0.0,cls
PF12509,0.0,cls
PF21339,0.0,cls
PF02729,0.0,cls
PF02207,0.0,cls
PF11569,0.0,cls
PF02310,0.0,cls
PF02770,0.0,cls
PF13330,0.0,cls
PF20519,0.0,cls
PF00324,0.0,cls
PF01798,0.0,cls
PF01805,0.0,cls
PF20624,0.0,cls
PF00403,0.0,cls
PF02259,0.0,cls
PF01839,0.0,cls
PF01841,0.0,cls
PF12026,0.0,cls
PF02769,0.0,cls
PF12901,0.0,cls
PF15815,0.0,cls
PF12895,0.0,cls
PF12894,0.0,cls
PF01857,0.0,cls
PF15784,0.0,cls
PF02295,0.0,cls
PF21731,0.0,cls
PF00326,0.0,cls
PF12877,0.0,cls
PF02141,0.0,cls
PF00485,-0.0021330929846123,cls
PF12736,-0.003710526577585,cls
PF20627,-0.004083006548139,cls
PF11404,-0.005152822327377,cls
PF06657,-0.0055460440635251,cls
PF15047,-0.0058749243384854,cls
PF12881,-0.0060515439055066,cls
PF03520,-0.0063922505375244,cls
PF01607,-0.00781483980268,cls
PF11779,-0.0087369425532006,cls
PF17675,-0.0115162865463315,cls
PF00429,-0.0117760653751324,cls
PF18700,-0.0124225896561311,cls
PF12810,-0.0160801845527378,cls
PF04791,-0.0166645666643514,cls
PF00007,-0.0169893073148439,cls
PF01746,-0.0188237672345966,cls
PF11977,-0.019107606468363,cls
PF20806,-0.0197710271484107,cls
PF01979,-0.020358448383216,cls
PF05308,-0.0210647007986665,cls
PF18031,-0.0212365067959895,cls
PF06617,-0.0212743482700278,cls
PF15063,-0.0217238656170309,cls
PF04201,-0.0218842688757548,cls
PF12414,-0.0223218344717289,cls
PF12301,-0.0225001241655811,cls
PF07732,-0.0230639616024527,cls
PF08912,-0.0233064038862243,cls
PF17790,-0.0235717478844216,cls
PF08969,-0.0238120780370162,cls
PF07686,-0.0240394806353953,cls
PF02817,-0.0267339970904587,cls
PF00758,-0.0267671012584066,cls
PF05716,-0.0284444862339267,cls
PF14473,-0.0300393341531822,cls
PF07500,-0.0313713535070425,cls
PF00996,-0.0317207166806709,cls
PF14914,-0.0317954931414332,cls
PF05191,-0.0318306412941945,cls
PF20490,-0.0324074321221395,cls
PF15035,-0.0335868913959074,cls
PF00917,-0.0339326777020605,cls
PF01079,-0.0345856026229073,cls
PF21267,-0.0347013922537331,cls
PF01044,-0.0351801480175343,cls
PF00151,-0.03544541221753,cls
PF01530,-0.0355560012009985,cls
PF00212,-0.0356947952225462,cls
PF21314,-0.0360653171861987,cls
PF01124,-0.0361327173307854,cls
PF10367,-0.0362707975518424,cls
PF08558,-0.0373737879400995,cls
PF03002,-0.0378383989883203,cls
PF08443,-0.0381106963602258,cls
PF15440,-0.0383284652115381,cls
PF00868,-0.0384349712990062,cls
PF04775,-0.0389394132892436,cls
PF06512,-0.0389840665317998,cls
PF14822,-0.0395593395841226,cls
PF03298,-0.0402734905380421,cls
PF00596,-0.0409212387668019,cls
PF16608,-0.0415736382015676,cls
PF00806,-0.0418218120124319,cls
PF10630,-0.0423550714882482,cls
PF05276,-0.0427983812556994,cls
PF04926,-0.0433973176941393,cls
PF15237,-0.04344499217758,cls
PF06546,-0.0437146768653358,cls
PF17734,-0.0437488690566754,cls
PF15049,-0.0451700930214655,cls
PF04998,-0.0453579722994762,cls
PF15060,-0.0457253662186642,cls
PF13815,-0.0458580403490599,cls
PF16898,-0.0466235954293786,cls
PF05644,-0.0469910100634513,cls
PF12448,-0.0480260576952357,cls
PF16673,-0.0493848789862648,cls
PF06031,-0.0496080759548389,cls
PF00483,-0.0497947068914139,cls
PF03957,-0.0504201257649964,cls
PF15409,-0.0507083840238093,cls
PF09341,-0.0510146919048597,cls
PF04678,-0.0526566376934775,cls
PF00243,-0.0531890319118291,cls
PF18872,-0.053737975050227,cls
PF13520,-0.0545462130046099,cls
PF00370,-0.0566863578262497,cls
PF14844,-0.056801150684248,cls
PF21008,-0.0573530876255279,cls
PF15005,-0.0574881873713827,cls
PF06388,-0.0585982029509432,cls
PF02762,-0.0587137101324573,cls
PF18100,-0.0587445067072627,cls
PF00717,-0.0591718849967347,cls
PF05914,-0.0608353101646475,cls
PF14921,-0.0608846895320079,cls
PF11461,-0.0610262390707668,cls
PF00068,-0.06115435859163,cls
PF06951,-0.0614885617069452,cls
PF01733,-0.0617996591867542,cls
PF02891,-0.0624924910643865,cls
PF16794,-0.0629700616942319,cls
PF14478,-0.0633435331794901,cls
PF19292,-0.0643130916825694,cls
PF00001,-0.0655638047504855,cls
PF05207,-0.0674416288092955,cls
PF07966,-0.0679822945620689,cls
PF11357,-0.0691614925999864,cls
PF12578,-0.0697905466660284,cls
PF01296,-0.0699372005753548,cls
PF15279,-0.0701421741249062,cls
PF00880,-0.0741384032061179,cls
PF15242,-0.0749588206602201,cls
PF04617,-0.0762292016820057,cls
PF00191,-0.0762922758860235,cls
PF19274,-0.0768344158484608,cls
PF00025,-0.0771080254725669,cls
PF08312,-0.0772623353795877,cls
PF00375,-0.0774222180099672,cls
PF01459,-0.0779393487062069,cls
PF01408,-0.078562690736651,cls
PF08512,-0.0791273471752291,cls
PF07533,-0.0793091429649493,cls
PF18336,-0.0803110983079659,cls
PF10408,-0.0804074216681907,cls
PF04790,-0.0810655450106769,cls
PF12371,-0.0816602565920359,cls
PF07019,-0.0819547867913204,cls
PF01142,-0.0820633523438663,cls
PF00048,-0.0827139190482451,cls
PF00864,-0.0828331099975424,cls
PF05147,-0.082920664556543,cls
PF01847,-0.0837478342829993,cls
PF15342,-0.0841112082517386,cls
PF01030,-0.0854673775757402,cls
PF00837,-0.0856299418422529,cls
PF08926,-0.087251138897333,cls
PF07763,-0.0873088278202493,cls
PF04538,-0.0877991156158445,cls
PF21032,-0.0884883599152685,cls
PF01417,-0.0889058780868773,cls
PF05392,-0.0895597841207255,cls
PF01299,-0.0904078337745733,cls
PF15018,-0.0910737379634487,cls
PF02017,-0.0914599798964758,cls
PF00684,-0.0939185099638521,cls
PF13704,-0.0942465889879165,cls
PF02089,-0.0943244191473582,cls
PF11904,-0.0943674924439399,cls
PF14875,-0.0948835668433382,cls
PF15020,-0.0950172760269074,cls
PF04178,-0.0961066573858741,cls
PF17054,-0.0962781084896134,cls
PF14513,-0.0964176250710671,cls
PF07139,-0.0965800837947596,cls
PF01603,-0.0973777204937695,cls
PF18292,-0.0983868309365857,cls
PF13836,-0.0986958208885968,cls
PF19057,-0.0987283057675636,cls
PF00965,-0.0990764190710928,cls
PF05002,-0.0994948301312888,cls
PF01301,-0.102841923121189,cls
PF00435,-0.1033720704343041,cls
PF15259,-0.1036422121838897,cls
PF03747,-0.1036672126038987,cls
PF16494,-0.1038596776244321,cls
PF11799,-0.1042290583645833,cls
PF03154,-0.1043225053445795,cls
PF19309,-0.1044179406677722,cls
PF12030,-0.1046011239599096,cls
PF01271,-0.1050705378872548,cls
PF02966,-0.106016511497377,cls
PF05556,-0.1060464434091778,cls
PF00067,-0.1080664346461775,cls
PF00838,-0.1087409228654751,cls
PF07742,-0.1087740691652946,cls
PF01576,-0.1103063668780726,cls
PF17779,-0.1104074843530018,cls
PF04184,-0.1105941967651596,cls
PF03982,-0.112164848270398,cls
PF04146,-0.1124904213987648,cls
PF15068,-0.1127594223302996,cls
PF10186,-0.1133360471770356,cls
PF12075,-0.1143582201653645,cls
PF00156,-0.1152675559519082,cls
PF00335,-0.1154049572615266,cls
PF14912,-0.1158052152030676,cls
PF12240,-0.1170560230565024,cls
PF04046,-0.1181310963921195,cls
PF00055,-0.1188167556905916,cls
PF13863,-0.1193608856812466,cls
PF06312,-0.1197877349594184,cls
PF10557,-0.1201368855996958,cls
PF15344,-0.1207184089935679,cls
PF21524,-0.1214918787828863,cls
PF13426,-0.1223934131383461,cls
PF00026,-0.1226930210653638,cls
PF13903,-0.1228262266606239,cls
PF16870,-0.1237796355398664,cls
PF16498,-0.1251829716921345,cls
PF17982,-0.1254654383934691,cls
PF02096,-0.1256252776155497,cls
PF13909,-0.1264480836175115,cls
PF00184,-0.1268942135707164,cls
PF00011,-0.1275984136584131,cls
PF03647,-0.1276300331129199,cls
PF01769,-0.1281346579317088,cls
PF18408,-0.1286521275350253,cls
PF14749,-0.128707378484912,cls
PF03803,-0.1287227179117313,cls
PF01588,-0.1295425043035056,cls
PF17661,-0.1298015588304875,cls
PF03522,-0.1301166249237245,cls
PF00382,-0.1305559084114948,cls
PF04488,-0.1307438399857674,cls
PF12114,-0.1309312256422795,cls
PF05915,-0.1328759171029732,cls
PF17988,-0.1330985363153183,cls
PF03299,-0.133306541042726,cls
PF18414,-0.13351489547203,cls
PF00043,-0.1344319599514404,cls
PF19055,-0.1349667265319502,cls
PF15388,-0.1355715379618636,cls
PF15248,-0.1356285015930941,cls
PF01039,-0.1367101158910549,cls
PF06328,-0.1368212658457545,cls
PF12610,-0.1371842299269619,cls
PF08344,-0.1380018987424596,cls
PF01182,-0.1382972640377336,cls
PF04991,-0.1383854461031317,cls
PF01619,-0.1387893255398207,cls
PF01244,-0.1392681872265762,cls
PF10267,-0.1392740898395021,cls
PF01410,-0.1393450928896142,cls
PF16757,-0.1405282426540972,cls
PF16159,-0.1408046907977949,cls
PF01510,-0.1413598487120546,cls
PF01221,-0.1415086424958831,cls
PF14772,-0.1420352661866009,cls
PF01023,-0.142067315827244,cls
PF08014,-0.1423994244162694,cls
PF08947,-0.1424162474925911,cls
PF15872,-0.1434117835414665,cls
PF03388,-0.1449418551371838,cls
PF01126,-0.1454744441208685,cls
PF13306,-0.1455503699541912,cls
PF00666,-0.1457442154869525,cls
PF16209,-0.146453809528887,cls
PF16297,-0.1466923562145743,cls
PF06702,-0.1474286006434101,cls
PF17450,-0.1475568850747484,cls
PF05351,-0.1476230346720961,cls
PF02213,-0.1480100999933977,cls
PF21033,-0.1480591630845016,cls
PF01217,-0.1486200161025236,cls
PF15665,-0.1497275345842511,cls
PF02208,-0.1497460252530337,cls
PF15985,-0.1499121235092282,cls
PF00405,-0.1499439532800615,cls
PF16367,-0.1507424720489095,cls
PF00313,-0.150754426791177,cls
PF03727,-0.1509093975804585,cls
PF03467,-0.1509674442801996,cls
PF02058,-0.1510959052547581,cls
PF18720,-0.151100203683537,cls
PF00648,-0.1516428158780363,cls
PF00786,-0.1517973299075876,cls
PF21436,-0.1522642342611877,cls
PF04757,-0.1525561423103165,cls
PF00120,-0.1527149995559837,cls
PF07657,-0.1528041312012364,cls
PF01049,-0.1530703483949916,cls
PF05783,-0.1557739436518583,cls
PF00351,-0.1584537504471996,cls
PF00654,-0.1590731733200481,cls
PF06602,-0.1591757285636906,cls
PF07546,-0.1592900076422121,cls
PF11701,-0.1593862907442116,cls
PF00159,-0.1594442363586999,cls
PF03489,-0.1596825987449886,cls
PF13949,-0.1604608334279776,cls
PF13883,-0.1608649693218868,cls
PF07984,-0.1610858966410474,cls
PF15788,-0.1612363419043965,cls
PF13899,-0.1619953369301007,cls
PF14892,-0.1629669391143322,cls
PF02780,-0.1635975214183223,cls
PF19035,-0.1640872925930492,cls
PF02544,-0.1642215976622502,cls
PF01896,-0.1652151184174095,cls
PF21255,-0.1659980992235279,cls
PF00916,-0.166231780969899,cls
PF03921,-0.1664171156852998,cls
PF03782,-0.1667646045984846,cls
PF06990,-0.167004845747066,cls
PF02238,-0.1673453875768412,cls
PF01056,-0.1675810885893668,cls
PF02630,-0.1676976268673494,cls
PF01821,-0.1678110596557877,cls
PF10431,-0.1684300930586149,cls
PF01630,-0.1687937505006936,cls
PF03189,-0.1696299638020493,cls
PF06365,-0.1698206302600566,cls
PF00056,-0.1702937782885771,cls
PF12661,-0.1703837914740654,cls
PF08976,-0.1707544715010275,cls
PF00676,-0.1717817057708939,cls
PF00388,-0.1719973326865424,cls
PF02536,-0.1742026064716181,cls
PF00337,-0.1764105066681829,cls
PF08598,-0.1776398516263372,cls
PF02450,-0.1779466238583472,cls
PF16526,-0.1780208768354049,cls
PF06480,-0.1784618757615837,cls
PF12067,-0.1786756553405451,cls
PF03859,-0.178780506152701,cls
PF07258,-0.1787841523009864,cls
PF16622,-0.1787900674601943,cls
PF05670,-0.1807273535216347,cls
PF05507,-0.1807817924168244,cls
PF07738,-0.1810566652331324,cls
PF06818,-0.1814626408789441,cls
PF13641,-0.181866149452997,cls
PF05653,-0.1828334864291437,cls
PF01291,-0.1830178210447896,cls
PF21479,-0.1836614477127076,cls
PF15277,-0.184209198971684,cls
PF04636,-0.1845232722014648,cls
PF16866,-0.1845725353384935,cls
PF05679,-0.185119244075675,cls
PF05349,-0.1853574196936105,cls
PF10595,-0.1860456689335297,cls
PF00209,-0.186123139028294,cls
PF18346,-0.1877309974384442,cls
PF18452,-0.1879535999431034,cls
PF21604,-0.1883888227538625,cls
PF19722,-0.1895114865534169,cls
PF08242,-0.1897825262797286,cls
PF00637,-0.1901067262789676,cls
PF15235,-0.1901905203825349,cls
PF18366,-0.190684595688897,cls
PF15494,-0.1908162819147488,cls
PF10577,-0.1913067196746372,cls
PF00322,-0.1915068927560406,cls
PF08766,-0.1916635995884238,cls
PF03853,-0.1920913447867605,cls
PF01758,-0.1937116401137181,cls
PF10225,-0.194447135925159,cls
PF16568,-0.1951540519608496,cls
PF00907,-0.1959635716934481,cls
PF14957,-0.1961937869423025,cls
PF02099,-0.1967111668598295,cls
PF15910,-0.1970590458987049,cls
PF04117,-0.1973642027553699,cls
PF15177,-0.1974426497280526,cls
PF07645,-0.1977172062419191,cls
PF09128,-0.1977249008179358,cls
PF11669,-0.1978583318212491,cls
PF01500,-0.1982930331148475,cls
PF06979,-0.1983002173035098,cls
PF00611,-0.1987606321096395,cls
PF16450,-0.1988747458446703,cls
PF01699,-0.1990063147788575,cls
PF01650,-0.199079713478436,cls
PF03456,-0.1992255179083453,cls
PF02185,-0.1992572841869123,cls
PF01532,-0.1994828736083146,cls
PF02880,-0.1996645519866646,cls
PF12001,-0.1998293265840176,cls
PF01762,-0.2000404258156232,cls
PF03221,-0.2008742411779777,cls
PF14854,-0.2010710465097687,cls
PF21195,-0.2021928468436937,cls
PF21672,-0.2036759519986496,cls
PF12284,-0.204134150884966,cls
PF04548,-0.2043224300517577,cls
PF15739,-0.2054937229798144,cls
PF00683,-0.2056640195885447,cls
PF05063,-0.206500392134178,cls
PF00572,-0.2065636795244717,cls
PF13765,-0.2066585392345076,cls
PF06607,-0.2071611018577017,cls
PF00229,-0.2071874473216836,cls
PF19277,-0.2088248632108568,cls
PF17297,-0.2102176376722727,cls
PF14723,-0.2102620572506456,cls
PF12336,-0.2104428435858145,cls
PF01529,-0.2104799933683534,cls
PF19280,-0.2106142305460547,cls
PF10421,-0.2109470275873979,cls
PF07002,-0.2111143105277309,cls
PF12872,-0.2113050833927941,cls
PF09029,-0.2120022408531289,cls
PF13733,-0.2121722934774866,cls
PF03208,-0.2123893124476308,cls
PF04916,-0.2130670973192196,cls
PF21127,-0.2138643461408215,cls
PF00282,-0.2139554735156021,cls
PF02886,-0.2142594120649334,cls
PF01369,-0.2157214407611314,cls
PF00160,-0.216258470908757,cls
PF07915,-0.2169122576231485,cls
PF17219,-0.2172989406171429,cls
PF15232,-0.2178761325831602,cls
PF02318,-0.2182616209553974,cls
PF16564,-0.2184364688128269,cls
PF11527,-0.2192576725346627,cls
PF15722,-0.2195529264492164,cls
PF06201,-0.2201962582340725,cls
PF14799,-0.2202315640287859,cls
PF13088,-0.2203682857297343,cls
PF13878,-0.2213919310978539,cls
PF13871,-0.222279660538201,cls
PF16005,-0.2237197013736177,cls
PF20406,-0.2242701798654433,cls
PF00062,-0.2245923283855697,cls
PF09402,-0.2248311393379937,cls
PF19056,-0.2252629215069321,cls
PF15301,-0.2255590283884773,cls
PF04950,-0.225715717278008,cls
PF02256,-0.2258789332080804,cls
PF02244,-0.2264977407001969,cls
PF15508,-0.2268003301744805,cls
PF13431,-0.2270228814501939,cls
PF05741,-0.2272137772799927,cls
PF00777,-0.227451750563963,cls
PF06009,-0.2275990569536614,cls
PF03915,-0.2276574438125464,cls
PF08266,-0.2281549823222275,cls
PF12485,-0.228350843129113,cls
PF18561,-0.2292153117252336,cls
PF01467,-0.2308677871976197,cls
PF12755,-0.2314508796979671,cls
PF06268,-0.2314879411768889,cls
PF00024,-0.232067912916079,cls
PF02269,-0.2321430049983026,cls
PF18574,-0.2322205786670743,cls
PF00137,-0.233129005251806,cls
PF04280,-0.2342930209351808,cls
PF00955,-0.2343044717449265,cls
PF11857,-0.2343800832855244,cls
PF14560,-0.2345104761019905,cls
PF14954,-0.2351640596357337,cls
PF01454,-0.2354584889836762,cls
PF03370,-0.2355039655933452,cls
PF16563,-0.2356913967844917,cls
PF02197,-0.2357874209158417,cls
PF13895,-0.2361090524277813,cls
PF00450,-0.2362213607446249,cls
PF01873,-0.2363725911805253,cls
PF14967,-0.2366478518966526,cls
PF13918,-0.236689763516528,cls
PF00297,-0.2371217320682247,cls
PF02023,-0.2373035841430969,cls
